,text,tag
2019,그렇게 잘 되지 않기 때문에 사람은 노력을 하는 것이다.,OOOOOOOOOOOOOOOOBIOOBIOOOOOOOOO
60215,그러나 작가가 도달한 하나의 결론은 명확하다.,OOOOBIOOBIOOOOOOBIOOOOOOO
39396,곧 나올 거야.,OOOOOOOO
36245,"1750 년에 라 보에세레가 철망으로 된 마스크를 만들고, 검 끝에 단추를 달도록 하여 사고를 막을 수 있게 되자, 펜싱은 스포츠로 널리 보급되기에 이르렀다.",OOOOOOOOBOBIIIOOBIOOOOOBIIOOOOOOOBOBOOBIOOOOOOOOOBIOOOOOOOOOOOOOOBIOOBIIOOOOOBIOOOOOOOOO
24892,"왜 벌써 잊으셨소, 처음 만났을 당시의 일을?」",OOOOOOOOOOOBIOOOOOBIOOBOOO
33645,나라의 돈과 곡식의 출납 및 회계를 맡아 보던 관청으로 조선 초까지 이어지다가 호조에 합쳐졌다.,BIOOBOOBIOOBIOOOBIOOOOOOOOBIOOOBIOOOOOOOOOOOBIOOOOOOO
4529,(어른의 문제)는 자칫 심각해질 수 있는 소재를 매우 경쾌하게 풀어낸다.,OBIOOBIOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOO
38759,일본의 만화가 오늘에 이르게 된 출발점은 1968년.,BIOOBIOOBIOOOOOOOOBIIOOOOOOOO
9943,이번 '칼더의 축제'전의 큰 특징 중 하나는 관람객들이 참여하는 전시회로 만들어졌다는 점.,BIOOBIOOBBOOOOOOBIOOOOOOOBIIOOOBIOOOBIIOOOOOOOOOBO
23584,"만약 우리가 옛날의 통치 방법으로 오늘날의 민중을 다스리려 한다면, 우리는 이 농부와 똑같은 웃음거리가 되는 것이다.",BIOOOOOBIOOBIOBIOOOBIIOOBIOOOOOOOOOOOOOOOOOOBIOOOOOOBIIIOOOOOOOOO
52108,어쩌면 나는 경멸당해 마땅한 자였다.,OOOOOOOBIOOOOOOOOOOO
19533,"호호호""",OOOO
16087,"""레코드가게에서 월급을 줄까?""",BIIIOOOOOBIOOOOOO
19491,"일본 정부는 NAFTA가 유럽공동체(EC)를 상회하는 무역권이라는 점을 감안, '북태평양 경제포럼'의 창설을 통해 일본의 통상이 이들 무역권 국가로부터 차별을 받은 일이 없도록 한다는 방침을 세워 놓고 있다.",BIOBIOOOOOOOOOBIIIIOOOOOOBIOOOBIOOOOOBOOBIOOOBIIIOBIOOOOOBIOOOOOBIOOBIOOOOOBIOOBIOOOOBIOOOOOBOOOOOOOOOOBIOOOOOOOOOOO
3933,"자신을 위해 죽은 안토니 때문인지, 아니면 옥타비아누스가 유혹에 넘어올 타입의 남자가 아니라고 생각한 탓인지 알 수 없지만 그녀는 죽음을 택했습니다.",BIOOOOOOOOBIIOOOOOOOOOOOBIIIIIOOBIOOOOOOBIOOBIOOOOOOOBIOOBOOOOOOOOOOOOOOOBIOOOOOOOO
26202,"""어거지라도 입을 벌리고 젖을 떨구어라.""",OBIIOOOBOOOOOOBOOOOOOOO
61834,"첫째, 아우렐라아노 부엔디아가 벌이는 끊임없는 내전은 국민을 위하거나 어떤 열정 때문이 아닌 저주 받을 자존심 때문이라고 한 우르슬과 아마 타의 말은 지금 남아메리카의 사정이 지도층의 부패와 어리석음으로 비롯되었음을 시사하고 있다.",OOOOBIIIIIOBIIIOOOOOOOOOOOBIOOBIOOOOOOOOOOBIOOOOOOOOBIOOOOBIIOOOOOOOOOBIIOOOOOBOOBOOOOOBIIIIOOBIOOBIOOOBIOOOOOOOOOOOOOOOOBIOOOOOO
710,그 하숙집은 아줌마 혼자 있었다.,OOBIIOOBIIOOOOOOOO
9276,이러한 자격단계는 교사들로 하여금 교직생애의 최종목표를 교장이 되는 데 두도록 제도적으로 강요하고 있는 셈이다.,OOOOBIOOOOBIOOOOOOOBIOOOOBIOOOOBIOOOOOOOOOOOBIOOOOBIOOOOOOOOOO
418,…군이 스스로의 결단으로 장병들의 民主意識 高揚을 위한 진지한 쇄신의 기풍을 일으킬 것을 바라고자 한다.,OBOOBIIOOBIOOOBIOOOOOOOOOOOOOOOOOOOBIOOBIOOOOOOOOOOOOOOOOO
64113,그리고 건넌방을 흘금흘금 내다보는 것을 보아 건넌방 미인이 오늘은 집에 있는 것을 짐작할 수가 있었다.,OOOOBIIOOOOOOOOOOOOOOOOOOBIIOBIOOBIOOBOOOOOOOOBIOOOOOOOOO
71026,대국의 맛을 느끼는 듯하였다.,BIOOBOOOOOOOOOOO
24385,서울서는 이런 개울물을 보지 못하기나 한 듯이.,BIOOOOOOBIIOOOOOOOOOOOOOOO
37497,미개 사회에서는 오늘날도 무구로 쓰이고 있다.,BIOBIOOOOBIOOOBIOOOOOOOOO
43542,이렇게 되도록 신문사들은 증면경쟁에 여념이 없어 제지업계의 신문용지대 인상에 효과적으로 대처하지 못했다.,OOOOOOOOBIIOOOBIOOOOBIOOOOOBIIOOOBIIOOOBIOOBIOOOOBIOOOOOOO
35546,이 외에도 '잡는 어업'이 아니라 '기르는 어업'을 목표로 하는 해양 목장도 2000년이면 실용화될 것으로 보인다.,OOOOOOOOOOBIOOOOOOOOOOOOBIOOOBIOOOOOBIOBIOOOOOOOOOOBIOOOOOOOOOOO
18878,"따라서 화폐는 모든 사회에서 필요한 것은 아니며, 상품 교환이 행해지는 곳에서만 필요한 것이다.",OOOOBIOOOOOBIOOOBIOOOOOOOOOOBIOBIOOOOOOOBOOOOBIOOOOOO
46874,"문장의 기술양식은 대개 설명, 논증, 묘사, 서사 등으로 나눌 수 있다.",BIOOBIOOOOOOOBIOOBIOOBIOOBIOOOOOOOOOOOOO
59401,"또는 “조용한 호수에서 한가롭게 헤엄치는 한마리의 금붕어를 보았다”하는 식으로 원래 제시되었던 문장과 의미는 같으나, 문장의 구조는 변형된 형태로 흔히 인출된다.",OOOOOOOOBIOOOOOOOOOOOOOOOOOOBIIOOOOOOOOOOOOOBIOBIOOOOBIOOBIOOOOOOOBIOOBIOOBIOOBIOOOOOBIOOO
74312,장윤 씨는 잠시 생각 속에 빠져드는 듯했다.,BIOOOOOOOBIOBOOOOOOOOOOO
2065,교직사는 강당 서측터에 자리잡고 있다.,BIIOOBIOBIOOOBIOOOOOO
17398,"그러면 누가? 혹시 레몬 트리의, 그 어리고 처량한 입술의 정아가? 아니면 전혀 안면부지인 필부필녀 중의 하나가? 어떻게? 아, 그거야 뭐, 전화번호부만 뒤지면 좀벌레 같은 이름과 주소가 득실거리니… 아, 아, 헌데 왜 이렇게 머리가 빠개질 것 같지? … 누군가가, 보이지 않는 손이 뒷골을 후려친 것처럼.",OOOOOOOOOOOBIOBIOOOOOOOOOOOOOBIOOBIOOOOOOOOOOBIIIOOBIIIOOOOOOOOOOOOOOOOOOOOOOOOBIIIIOOOOOOBIIOOOOBIOOBIOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOBOOBIOOOOOOOOOO
14303,왜 피 뽑기 지도를 좀 일찍이 안 하고 벼가 다 여물어 갈 때야 이 야단인가?,OOBOOOOBIOOOOOOOOOOOOOBOOOOOOOOOOBOOOOBIOOO
41230,"얼마동안이냐면 27년 동안 머리가 하얗게 세도록 여자는 일 주일에 두번씩, 눈자위를 붉히며 편지를 씁니다.",BIOOOOOOOOOOBIOBIOOOOOOOOOOBIOOOOBIOOOOOOOBIIOOOOOOBIOOOOOO
74,난 네게 아무것도 강요하지 않아.,OOOOOBIIOOBIOOOOOO
15345,"착 달라붙는 사이클복에 가슴에는 무전기, 등에는 노란색 서류가방을 매단 젊은이들이 신기에 가까운 솜씨로 빌딩 숲을 누빈다.",OOOOOOOBIIIOOBIOOOBIIOOOOOOBIIOBIOOOOOOOBIIOOOBIOOOOOOBIOOBIOBOOOOOO
21053,그뿐만 아니라 여성의 참여나 성공을 '홍일점 문화'로 계속해서 특별하게 취급한다면 여성은 여전히 성공의 주인처럼 군림하는 남성들 속에 어쩌다 끼여 든 이방인처럼 성공 공포에 시달려야 할 것이다.,OOOOOOOOBIOOBIOOBIOOOBIIOBIOOOBIOOOOOOOOBIOOOOBIOOOOOOBIOOBIOOOBIOOOBIOOBOOOOOOOOOOOBIIOOOBIOBIOOOOOOOOOOOOO
11819,들은 적 있어.,OOOOOOOO
17070,다시 라이츠의 인용문을 본다.,OOOBIIOOBIIOOOOO
67325,인간 역시 마찬가지이다.,BIOOOOBIIIOOO
65092,"바로 그 점, 민중의 절대적 실체는 잡을 수 없다는 점 -- 여기에 착안해야 한다.",OOOOOOOOBIOOBIOOBIOOOOOOOOOOOOOOOOOOOOBIOOOOOO
35088,그런 사정을 알 길 없는 형기는 성호와 마주앉아 장기를 두고 있었다.,OOOBIOOOOBOOOOBIOOBIOOOOOOOBIOOOOOOOOO
14462,"청와대 주장대로라면 철저한 검증을 했으며, 일부 흠이 발견되기는 했지만 문제될 것이 없다고 판단했다는 것이다.",BIIOBIOOOOOBIOOBIOOOOOOOBIOBOOBIOOOOOOOOBIOOOOOOOOOBIOOOOOOOO
17748,이와 같은 작가의 동화적 상상력은 한편으로는 화자 개인의 역사를 구성하는 동시에 다른 한 편으로는 인류 문명의 역사를 구성한다.,OOOOOOBIOOBIOOBIIOOBIOOOOBIOBIOOBIOOBIOOOBIOOOOOOOOOOOOBIOBIOOBIOOBIOOO
60221,"인형이건, 취미건, 유행이라면 와아 몰리는 일본인의 뇌동성은 때에 따라서는 경박하게도 보인다.",BIOOOOBIOOOBIOOOOOOOOOOOBIIOOBIOOOBOOOOOOOOOOOOOOOOO
35509,"그런데 앞에서 이미 운을 띄우긴 했지만, 이 제주도 측간이 이방인들에게 심각한 문화적 충격을 안겼던 것은 측간이 하필이면 돼지우리 위에 설치되었다는 점과, 또 돼지우리 안에 돼지가 실제로 거주한다는 점이었다.",OOOOBOOOOOOBOOOOOOOOOOOOOBIIOBIOOBIIOOOOOOOOBIOOBIOOOOOOOOOBIOOOOOOOBIOOOBOOBIOOOOOBOOOOOBIOOOBOOBIOOOOOOBIOOOOBOOOO
182,오늘 청와대에서 김대중 대통령 주재로 정·재계 간담회가 열린다.,BIOBIIOOOBIIOBIIOBIOOBBIOOBIIOOOOOO
57482,"""사람들은 모두 선생님을 말하기 좋아하는 사람이라고 하는데, 왜 그렇게들 말하는지 말씀해 주십시오.""",OBIOOOOOOBIOOOBOOOOOOOOBIOOOOOOOOOOOOOOOOBOOOOBIOOOOOOOO
47173,사실은 '우리'의 이야기를 통해 '최달호' 선생을 보여주려 했던 것이다.,BIOOOOOOOOBIIOOOOOOBIIOOBIOOOOOOOOOOOOOO
63423,"때로는 예외가 있어서 아르키메데스, 헤로(Hero, AD 1세기), 파푸스(Pappus, AD 4세기) 등이 실제 기술적 지식과 과학 양쪽에 다 종사했지만 그들마저도 이 두 가지 종류의 지식을 연결시키려는 노력을 하지는 않았다.",OOOOBIOOOOOOBIIIIIOOBIOOOOOOOOOOOBIOOOBIIOOOOOOOOOOOOOBIOOOOOBIOBIOOBIOOBIOBIOOOOBIOOOOOOOOOOOOOOOOOBIOOBIOOBIOOOOOBIOOOOOOOOOO
61586,몇 년 동안 쌓아 온 믿음이라 쉽사리 무너지지는 않았습니다.,OOOOBIOOOOOOBIOOOOOOOOOOOOOOOOOOO
23310,숨을 막히게 하는 하늘 위의 희뿌연 뚜껑도 걷어 버리자.,BOOOOOOOOOBIOBOOOOOOBIOOOOOOOOO
39060,왜냐하면 '용'이나 '꿈'이나 '하느님'은 현실세계에 존재하는 것이 아니므로 진위를 따질 수가 없기 때문이다.,OOOOOOBOOOOOBOOOOOBIIOOOBIOOOOBIOOOOOOOOOOOBIOOOOOOOOOOOOOOOO
47523,오로지 무슨 짓이라도 해야 한다는 생각뿐이었다.,OOOOOOOBOOOOOOOOOOOBIOOOOO
49836,잠깐 동안 침묵이 흘렀다.,BIOBIOBIOOOOOO
44160,무엇에 대해 자상하게 설명하고 있거나 애정어린 충고를 하고 있는 것 같았다.,OOOOOOOOOOOOBIOOOOOOOBIOOOBIOOOOOOOOOOOOOO
42854,"찬 물:: 먹어야지,",OOBOOOOOOOO
10114,한나라당 이회창 대통령 후보의 대북관이 시간이 흐르면서 더욱 강성을 띠고 있다.,BIIIOBIIOBIIOBIOOBIIOOBIOOOOOOOOOOBIOOOOOOOO
23284,다찌바나코치는 89년 긴테쓰 버펄로스에서 트레이닝코치를 시작한 이래 1년간 미국 메이저리그 뉴욕 메츠 트레이닝코치를 맡은 후 계속 롯데 마린즈에서 일해왔다.,BIIIOOOOOOOOBIIOBIIIOOOBIIIOOOOBIOOOOOOOOOBIOBIIOOOBIOBIOBIIIOOOOOOOBOOOOBIOBIIOOOBOOOO
1372,그렇게 유순해 터져서 어떻게 모진 세상을 살아가누.],OOOOOOOOOOOOOOOOOOOBIOOOOOOOO
11369,6일 오전 10시 외교 안보 연구원에서 열리는 한국 정치 학회의 연례 학술 세미나에서 전주대 이강로 교수가 발표할 '김영삼 지도력의 특성과 유형'.,OOOBIOOOOOBIOBIOBIIOOOOOOOBIOBIOBIOOBIOBIOBIIOOOBIIOBIIOBIOOBIOOOBIIOBIIOOBIOOBIOO
45990,그러나 소설의 경우는 그 아우트라인이 아무리 꼼꼼히 잘된 것이라 해도 형상화된 작품과는 거리가 있는 것이어서 그것을 남에게 내보인다는 것은 자신의 치부를 보이는 것이나 다름이 없는 일일 것이다.,OOOOBIOOBIOOOOBIIIIOOOOOOOOOOOOOOOOOOOOBIOOOBIOOOBIOOOOOOOOOOOOOOBOOOOOOOOOOOOBIOOBIOOOOOOOOOOOOOOOOOBOOOOOO
7778,"서울의 후서강단(後西江團), 평양의 폐사군단(廢四郡團), 재인(才人)들의 채단(彩團), 걸인들의 유단(流團) 등은 그 대표적인 무리들로, 관가의 창고를 습격하는 것은 흔한 일이었다.",BIOOBIIIOOOOOOOOBIOOBIIIOOOOOOOOBIOOOOOOOBIOOOOOOBIOOOBIOOOOOOOOOOBIOOOBIOOOOBIOOBIOOBIOOOOOOOOOBOOOO
10519,{춘추}는 그 주석서인 {춘추 좌전(春秋左傳)}과 더불어 중국 최초의 체계적인 역사 기록으로 손꼽힌다.,OBIOOOOOBIIOOOBIOBIOOOOOOOOOOOOOBIOBIOOBIOOOBIOBIOOOOOOOO
13581,그러나 이러한 언어에 대한 인식은 곧이어 등장하게 되는 변칙론자(anomalist)들에 의하여 정면으로 비판을 받게 된다.,OOOOOOOOBIOOOOOBIOOOOOOBIOOOOOOBIIIOOOOOOOOOOOOOOOOOOBIOOOBIOOOOOOOO
54173,거기 터미널에 공지천이라는 데가 있다?,OOOBIIOOBIIOOOOOOOOOO
60164,"""아버지 어머니, 아버지 어머니…""",OBIIOBIIOOBIIOBIIOO
16655,자녀를 사학에 보낸 학부모들도 똑같이 교육세를 부담한다고 했을 때 정부가 어느 정도 보조를 해 주어야 한다고 본다.,BIOOBIOOOOOBIIOOOOOOOBIIOOBIOOOOOOOBOBIOOOOOBIOBIOOOOOOOOOOOOOOO
21924,인기 탤런트들의 경우 '품위 유지'에 많은 돈이 들어가기 때문에 사실 겹치기 출연은 불가피한 면이 없지 않다.,BIOBIIOOOBIOOBIOBIOOOOOOBOOOOOOOOOOOOOOOOOOBIOOOOOOOBOOOOOOOO
30373,따라가지 않을 수 없었다.,OOOOOOOOOOOOOO
53129,"우리 나라의 전경련 관계자는 ""우리 나라의 기업들도 소비자 밀착경영을 강화하면서 사회 발전에 기여하는 이미지를 심는 등, 사회공헌 활동이 증가하고 있다""고 주장하고 있다.",OOOBIOOBIIOBIIOOOOOOBIOOBIOOOBIIOBIOOOOBIOOOOBIOBIOOBIOOOBIIOOOOOOOOBIOOOBIOOBIOOOOOOOOBIOOOOOO
42694,남편은 아이들의 상상력을 흡족해 하는 듯 말했지요.,BIOOBIOOOBIIOOBIOOOOOOOBOOOO
25474,내 기관지가 더 나빠질지도 모른다는 예감이 들었단다.,OOBIIOOOOOOOOOOOOOOOBIOOOOOOO
55063,오늘 밤 다시 한번 애국심이 거리를 넘실대는 장면이 연출될 게 분명하다.,BIOBOOOOBIOBIIOOBIOOOOOOOBIOOBIOOOOOOOOO
32052,초조해서 줄담배만 피워 대던 왕형사 앞에 이윽고 새벽 두 시가 넘어서야 부총학생회장이 나타났다.,BIOOOBIIOOOOOOOOBIOOBOOOOOOBIOOOOOOOOOOOBIIIIIOOOOOOO
65674,그날은 오래간만에 즐거웠다.,OBOOBIIIOOOOOOO
34382,"만날 수밖에 없을 거꺼예요,",OOOOOOOOOOOOOOO
2344,거기 가도 언니 옛날에는 저두 좀 잘 깎았거든요?,OOOOOOBIOBIOOOOOOOOOOOOOOOO
35877,"""97년에는 내가 거의 뛰지 못해 착잡한 마음이 앞섰다.",OOOOOOOOOOOOOOOOOOOOOOOBIOOOOOO
42638,목덜미에 흰털이 난 대장쥐가 가운데 앉고 그 둘레에 크고 작은 쥐들이 둘러앉았습니다.,BIIOOBIOOOOBIOOOBIIOOOOOOBIOOOOOOOOBOOOOOOOOOOO
10427,"""난 수혜가 그 정도는 상식으로 알고 있을 줄 알았지.",OOOBIOOOOBIOOBIOOOOOOOOOOOOOOO
57307,그녀는 다시 고개를 창밖으로 돌렸다.,OOOOOOOBIOOBIOOOOOOO
53360,"첫째도 위대한 수령님과 친애하는 지도자 동지고 둘째도, 세째도 모두 같았다.",OOOOOOOOBIOOOBIOOOBIIOBIOOOOOOOOOOOOOOOOOO
5061,아주 잠깐이었지만 등줄기가 오싹해지는 느낌에 몸을 떨었고 그 느낌에서 도망치기 위해 서둘러 시선을 돌려야 했다.,OOOBIOOOOOBIIOOOOOOOOBIOOBOOOOOOOOBIOOOOOOOOOOOOOOOBIOOOOOOOOO
47352,"공원으로 들어가 잔디에 앉아, 깊이 생각해 보고, 어떻게 하는 것이 가장 좋은 길인가 궁리해 보았다.",BIOOOOOOOBIOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOBOOOBIOOOOOO
59245,"복 받아요, 잉~.""",BOOOOOOOOOO
51686,"며칠 사이에 나는 미군 병사들 사이에 토일렛 심이라는 이름으로 유명해졌고, 내가 홀로 들어서면 미군 병사들은 하이, 토일렛 심, 하고 나를 불러젖히고 웃음을 터뜨렸으며, 그래서 홀에서 일하는 종업원들은 물론 제임스 박까지 영문을 알 수 없어 고개를 갸웃거리거나 수상쩍은 눈빛으로 나를 쏘아보았다.",BIOBIOOOOOBIOBIOOBIOOBIIOBOOOOBIOOOBIOOOOOOOOOOOOOOOOBIOBIOOOBIOOBIIOBOOOOOOOOOOOOOOBIOOOOOOOOOOOOOBOOOBOOOBIIOOOOOOBIIOBOOOBIOOOOOOOOOBIOOOOOOOOOOOOOOBIOOOOOOOOOOOO
13653,"아무리 머리를 맞대고 생각해도 뾰족한 수가 떠오르지 않자, 그들은 좌우대칭인 우주에서 방향성을 표시하려는 것은 어리석은 행동이라고 결론내렸지요.",OOOOBIOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOBIOOOOBIOOOBIOOOBIOOOOOOOOOOOOBIOOOOBIOOOOO
35992,"아빠 왜 이래 왜 이렇게이케 청소를 안 해,",BIOOOOOOOOOOOOOOBIOOOOOO
72478,그 도시의 풍경은 눈에 들어오지 않았다.,OOBIOOBIOOBOOOOOOOOOOO
15277,위통은 속옷 바람이나 다리는 각반을 치고 칼을 차고 회초리를 들고 이 사람 저 사람에게 거드름을 부리고 있었다.,BIOOBIOBIOOOBIOOBIOOOOOBOOOOOBIIOOOOOOOBIOOOBIOOOBIIOOOOOOOOOO
64004,상위 문화에서 먼저 시작된 거 아닌가?,BIOBIOOOOOOBIOOOOOOOO
8077,근로소득세 부담을 줄이는 세제 개편은 지금이 적절하며 필요한 시기로 판단된다.,BIIOOOBIOOOOOOBIOBIOOBIOOOOOOOBIOOBIOOBIOOO
41709,셰익스피어를 낳았던 민중문화의 풍토가 영국의 산업화와 더불어 상실되었다고 말할 때에도 우리는 그것이 모든 산업화에 자동적으로 따르는 결과인지 아니면 서구 특히 그중에서도 영국의 산업화가 민중의 창조적 역량에 결정적인 타격을 입히면서 출발했기 때문인지를 우선 따져볼 필요가 있다.,BIIIIOOOOOOBIOOOOBIOOBIOOBIOOOOOOOBIOOOOOBOOBOOOOOOOOOOOOOOBIOOOBIOOOOOOOOBIOOOOOOOBIOOOOBIOOOOBIOOBIOOOBIOOBIOOBIOOBIOOOBIOOOOOOOBIOOOOOOOOOOOOOOOOBIOOOOO
62683,"""그런데 집 안에 있으면 답답하지 않니? 어둡잖아.""",OOOOOBOBOOOOOOOOOOOOOOOOOOOOO
11879,비가 많이 와 세탁기를 쓰지 않는 날은 세탁기를 닦아둔다.,BOOOOOOOBIIOOOOOOOOBOOBIIOOOOOOO
2088,성적순으로 훌륭한 사람이 되지 않는다는 것은 누구나 수긍할 수 있다.,BIIOOOOOOOBIOOOOOOOOOOOOOOOOOBIOOOOOOO
19657,"몇 가지만 예로 들면, 열등 의식·도둑질을 하는 심리·깡패의 심리·유머의 심리 및 인간은 왜 도덕군자가 되어야 하는가?",OOOOOOBOOOOOOBIOBBIOOOOOOOOBBIOOOOBBIOOOOBIOOOBIOOOOBIIIOOOOOOOOOO
70844,시작은 정말로 절반일까? 비서인 듯한 아가씨가 손톱을 손질하고 있었다.,BIOOOOOOBIOOOOBIOOOOOBIIOOBIOOBIOOOOOOO
74492,그건 별개의 문제다.,OOOBIOOBIOO
3192,더욱 수상쩍었던 점은 그 물고기가 대관절 어느 계열 소속인가 하는 것이었다.,OOOOOOOOOBOOOOBIIOOOOOOOOOBIOBIOOOOOOOOOOO
64766,➍ 천정 / 천장 4.,OOBIOOOBIOOO
68259,단지 명령과 순종만이 있을 뿐이다.,OOOBIOOBIOOOOOOOOOO
27992,그러나 경화는 그런 말을 듣는 순간 일기장이든 서랍을 잠그지 않고 외출한 것 같은 기분이 들었다.,OOOOBIOOOOOBOOOOOBIOBIIOOOBIOOOOOOOOOBIOOOOOOOBIOOOOOO
29638,"저 여기 있어요.""",OOOOOOOOOO
4250,"정신 : 그럼 오늘은 퇴근하는 대로, 곧장 휴식하도록 할게.",BIOOOOOOBIOOBIOOOOOOOOOOBIOOOOOOO
39035,참 안됐다.,OOOOOO
33963,그러므로 젖을 빨고 난 후에 손발을 열심히 움직이도록 해야 한다.,OOOOOBOOOOOOOBOOBIOOOOOOOOOOOOOOOOOO
25987,"BC 2천 5백 년 전 수메르에서는 최초의 맥주홀이 문을 열었으며, 만원을 이루었다는 기록으로 보아서, 아마도 맥주가 포도주 다음에 등장하였으며, 그로부터 5백년이 지난 후 중국에서 쌀술이 만들어진 것이다.",OOOOOOOOOOOBOBIIOOOOBIOOBIIOOBOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOBIOOBIIOBIOOBIOOOOOOOOOOOOOOOOOOOBOBIOOOBOOOOOOOOOOOO
47367,그녀만의 심정이 아닌 것이 분명했다.,OOOOOBIOOOOOOOOOOOOO
64360,"소요자금은 미국 패커드재단, 퍼킨스재단, 유네스코, 일본의 경단련 자연보호재단, 세키스이(績水)화학, 정부개발원조(ODA) 등이 댄다.",BIOOOOBIOBIIOOOOBIIOOOOBIIIOOBIOOBIIOBIIIOOOOBIIIBIOOOOOOBIOOOOOOOOOOOOOOOO
52468,"그 두 용어는 원래 짝을 이루었는데 한쪽은 귀화하지 못해 손님 노릇을 하고, 다른 한쪽은 원래부터 있던 말처럼 친근하게 되고 엉뚱하게 변해서 서로 멀어졌다.",OOOOBIOOBIOBOOOOOOOOBIOOBIOOOOOOBOOBIOOOOOOOOOBIOOBIOOOOOOBOOOOOOOOOOOOOOOOOOOOOOOOOOOO
36084,그런데 요즘도 돈이 안 드는 먹을 것이라고 욕을 많이 먹고 사니까 일찍이 나의 문제를 할머니는 잘도 지적을 하셨구나.,OOOOBIOOBOOOOOOOOOOOOOOOBOOOOOOOOOOOOOOOOOOOBIOOBIIOOOOOBIOOOOOOO
3697,오빠의 손으로 묻어 주십시오.,BIOOBOOOOOOOOOOO
8456,라오스는 1971년에 양귀비 재배를 금지했다.,BIIOOOOOOOOOBIIOBIOOBIOOO
31236,"손으로 써도 되고,",BOOOOOOOOO
412,"궁성의 남벽은 길이 약 600m이고, 북벽은 약 625m이며, 동과 서벽은 모두 약 750m이다.",BIOOBOOOBIOOOOOOOOOOOBOOOOOOOOOOOOOBOOBOOOOOOOOOOOOOOO
36350,·양반 →품행의 단정함 또는 높은 인격자,OBIOOBIOOOOOOOOOOOOBII
72396,모든 사람들은 죽음을 향해 줄서기를 하고 있는 셈이다.,OOOBIOOOBIOOOOOOOOOOOOOOOOBOOO
28583,"어느 재벌 그룹의 총수가 ""마누라와 자식만 빼고는 모두 바꿔라!""는",OOOBIOBIOOBIOOOBIIOOBIOOOOOOOOOOOOOOO
41810,"나가면,",OOOO
16877,"그것은 어느 소수 특권층에 대한 반대 운동이 아니라, 노동 계급까지를 포함한 인구의 다수파에 대한 반대 운동이다.",OOOOOOOBIOBIOOOOOOBIOBIOOOOOOOBIOBIOOOOBIOOBIOOBIIOOOOOBIOBIOOO
57937,"나는 얼른 그 아이를 찾아가서 쓰러뜨린 다음에 집으로 오니, 그 아이 형님 명호가 와서 왜 왜 왜 왜 때렸니, 하고 말하기에 아이구 더러워, 너하곤 말도 안 할 테야, 하고 말하는데 또 비가 내리기 시작했다.",OOOOOOOOBIOOOOOOOOOOOOBIOOBOOOOOOOOOBIOBOOBIOOOOOOOOOOOOOOOOOOOOOBOOOOOOOOOOOOOOOOOBOOOOOOOOOOOOOBOOOOOOBOOOOOOBIOOO
55189,하지만 견딜 수가 없어.,OOOOOOOOOOOOO
36398,온 사단 병력이 개미처럼 달라붙은 터널공사에 원기도 동원돼 트럭과 함께 투덜거리며 대성산 고개를 넘고 있었다.,OOBIOBIOOBIOOOOOOOOBIOOOOBIOOBIOOBIOOOOOOOOOOOBIIOBIOOOOOOOOO
114,분자가 물질에 있어서 가장 작은 입자인가 하면 꼭 그런 것은 아니다.,BIOOBIOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOO
26548,다만 화대를 받는 여자만이 처벌 대상이 된다.,OOOBIOOOOOBIOOOBIOBIOOOOO
67917,그리고 길바닥에 칼을 버렸다.,OOOOBIIOOBOOOOOO
64732,아파트 꼭대기에서 어린이들이 병아리를 내던져 가지고 내기를 하는 유행이 얼마 전에 있었습니다.,BIIOBIIOOOBIIOOOBIIOOOOOOOOOOBIOOOOOBIOOBIOBOOOOOOOO
22672,언니는 완연한 '보험아줌마' 복장을 하고서 소풍을 나왔다.,BIOOOOOOBIIOOOOOBIOOOOOOBIOOOOOO
17653,"입천장과 잇몸이 자주 헐고 치질도 한몫 끼어 각종 감기약, 위장약, 비타민 제제를 끼고 살았다.",BIIOOBIOOOOOOOOBIOOBIOOOOBIOBIIOOBIIOOBIIOBIOOOOOOOOO
67082,"이 사고방식은 과학기술에 대한 적극적, 진취적 자세를 낳음으로써 근대 과학혁명과 산업혁명을 일으키는 원동력이 되었고 전례 없는 물질적 풍요를 선사했다.",OOBIOOOOBIOOOOOOOBIOOOBIOOBIOOOOOOOOBIOBIOOOOBIOOOOOOOOOBIIOOOOOOBIOOOOBIOOBIOOBIOOO
19810,따라서 단기간에 급속히 성장한 것은 쟁점을 이끌어 간 것에 기인한다고 할 수 있다.,OOOOBIIOOOOOOBIOOOOOBIOOOOOOOOOOOBIOOOOOOOOOOO
58600,"착한 일을 많이 할 것, 그리고 진짜 사람이 되기 전엔 절대로 따뜻한 곳에 가지 말 것.",OOOBOOOOOOOOOOOOOOBIOBIOOOOOBOOOOOOOOOOBOOOOOOOOO
50868,버티는 그를 어떻게 계룡산 꼭대기까지 끌어올려야 할까.,OOOOOOOOOOOBIIOBIIOOOOOOOOOOOO
70399,케이블카가 타고 다니는 선같이 말입니다.,BIIIOOOOOOOOOBOOOBOOOO
